name,image_url,description,cuisine,course,calories & servings,diet,prep_time,cook_time,ingredients,instruction,image_id
Pomfret Koliwada,https://www.shutterstock.com/image-photo/fish-fry-arranged-round-wooden-260nw-2104217000.jpg,"Pomfret Koliwada is a mouthwatering seafood delicacy that tantalizes the taste buds with its spicy and crunchy exterior, revealing tender and succulent fish within. Originating from the bustling streets of Mumbai, this dish encapsulates the vibrant flavors of coastal India, making it a favorite among seafood lovers worldwide. Each bite offers a perfect harmony of spices and textures, creating an unforgettable culinary experience.",Indian,Main Course,250 & 3,Non Veg,20 minutes,15 minutes,"4 pomfret fish fillets, cleaned and cut into pieces, 1 cup gram flour (besan), 2 tablespoons rice flour, 1 tablespoon ginger-garlic paste, 1 teaspoon red chili powder, 1/2 teaspoon turmeric powder, 1 teaspoon garam masala, Salt to taste, 1 tablespoon lemon juice, 2 tablespoons chopped coriander leaves, Oil for deep frying.","n a mixing bowl, combine gram flour, rice flour, ginger-garlic paste, red chili powder, turmeric powder, garam masala, salt, lemon juice, and chopped coriander leaves. Mix well to form a thick batter. Add a little water if needed to make a smooth batter with a consistency similar to pancake batter. Ensure there are no lumps in the batter. Heat oil in a deep frying pan or kadhai over medium heat. Dip each pomfret fish piece into the batter, ensuring it's evenly coated. Carefully drop the coated fish pieces into the hot oil one by one. Fry in batches to avoid overcrowding the pan. Fry the fish pieces until they turn golden brown and crispy, flipping occasionally to ensure even cooking. This usually takes about 4-5 minutes per batch. Once done, remove the fried fish pieces using a slotted spoon and place them on a plate lined with paper towels to absorb excess oil. Serve hot with green chutney or sauce of your choice.",994
Chicken Reshmi Butter Masala,https://s3-ap-south-1.amazonaws.com/betterbutterbucket-silver/sayan-majumder145643085256cf5f04b6a41.jpeg,"Indulge in the rich and flavorful Chicken Reshmi Butter Masala, a creamy and succulent dish that tantalizes your taste buds with its blend of spices and creamy texture. This dish is a perfect amalgamation of tender chicken pieces marinated in a silky smooth mixture of cream, yogurt, and aromatic spices, cooked to perfection in a luscious buttery gravy. Served hot with naan or steamed rice, it's a delightful treat for any occasion.",Indian,Main Course,400 & 4,Non Veg,20 minutes,40 minutes,"500g boneless chicken, cut into bite-sized pieces, 1 cup plain yogurt, 1 cup heavy cream, 2 tablespoons butter, 2 tablespoons oil, 2 onions, finely chopped, 3 tomatoes, pureed, 1 tablespoon ginger-garlic paste, 1 teaspoon turmeric powder, 1 teaspoon red chili powder, 1 teaspoon coriander powder, 1 teaspoon garam masala, 1 teaspoon kasuri methi (dried fenugreek leaves), Salt to taste, Fresh cilantro leaves for garnish.","In a bowl, mix together yogurt, cream, ginger-garlic paste, turmeric powder, red chili powder, coriander powder, and salt to form a smooth marinade. Add the chicken pieces to the marinade, ensuring they are well coated. Cover and refrigerate for at least 30 minutes to allow the flavors to meld. Heat butter and oil in a pan over medium heat. Add chopped onions and sauté until golden brown. Add the pureed tomatoes and cook until the oil starts to separate from the mixture. Now, add the marinated chicken along with the marinade to the pan. Cook for 10-12 minutes or until the chicken is almost cooked through. Sprinkle garam masala and kasuri methi over the chicken. Stir well to combine. Let the chicken simmer for another 5-7 minutes until it is cooked completely and the gravy has thickened to your desired consistency. Garnish with fresh cilantro leaves before serving. Serve hot with naan or steamed rice.",995
"Chicken Methi Malai",https://media.istockphoto.com/id/1359106924/photo/methi-chicken.jpg?s=612x612&w=0&k=20&c=e0KE0h-UuUS0OmDC8547Lb97S-nm8VNOnyk9q8PJb8w=,"Chicken Methi Malai is a delightful Indian dish that combines tender chicken pieces with the earthy flavor of fenugreek leaves (methi) and the richness of cream (malai). This creamy and aromatic curry is a favorite among Indian food enthusiasts, offering a perfect balance of spices and textures.",Indian,Main Course,300 & 4,Non Veg,15 minutes,30 minutes,"500 grams boneless chicken, cut into bite-sized pieces, 1 cup fresh fenugreek leaves (methi), finely chopped, 1 onion, finely chopped, 2 tomatoes, pureed, 1/2 cup fresh cream (malai), 2 tablespoons oil or ghee, 1 teaspoon cumin seeds, 1 teaspoon ginger-garlic paste, 1 green chili, finely chopped (optional), 1 teaspoon turmeric powder, 1 teaspoon red chili powder, 1 teaspoon coriander powder, 1/2 teaspoon garam masala, Salt to taste, Fresh cilantro leaves for garnish.","Heat oil or ghee in a pan over medium heat. Add cumin seeds and let them splutter. Add finely chopped onions and sauté until golden brown. Add ginger-garlic paste and green chili (if using). Sauté for another minute until the raw smell disappears. Add tomato puree and cook until the oil separates from the masala. Now, add turmeric powder, red chili powder, coriander powder, and salt. Mix well and cook for 2-3 minutes. Add the boneless chicken pieces to the masala and sauté until the chicken is sealed and turns white on all sides. Once the chicken is sealed, add the finely chopped fenugreek leaves (methi) to the pan. Mix well. Cover the pan and let the chicken cook on low heat for about 10-15 minutes or until it is tender and fully cooked. Once the chicken is cooked, add fresh cream (malai) to the pan. Stir well to combine. Sprinkle garam masala over the curry and mix gently. Cook for another 2-3 minutes, allowing the flavors to meld together. Garnish with fresh cilantro leaves. Serve hot with rice, naan, or roti.",996
"Chicken Nawabi",https://thumbs.dreamstime.com/b/awadhi-nawabi-chicken-cooked-onion-cashewnut-curd-gravy-cuisine-traditional-assorted-indian-dishes-top-view-174922137.jpg,"Chicken Nawabi is a rich and flavorful Indian dish that originated in the royal kitchens of the Nawabs (nobles) of India. It is known for its creamy texture, aromatic spices, and tender chicken pieces, making it a favorite among those who enjoy indulgent Indian cuisine.",Indian,Main Course,400 & 4,Non Veg,15 minutes,40 minutes,"500g chicken breast, cut into bite-sized pieces, 1 cup yogurt, 2 onions, finely chopped, 2 tomatoes, pureed, 2 tablespoons ginger-garlic, paste, 1/4 cup cashew nuts, soaked in warm water for 30 minutes, 1/4 cup fresh cream, 2 tablespoons ghee (clarified butter) or oil, 1 teaspoon cumin seeds, 2-3 green cardamom pods, 1 cinnamon stick, 2-3 cloves, 1 teaspoon turmeric powder, 1 teaspoon red chili powder, 1 teaspoon garam masala powder, Salt to taste, Chopped coriander leaves for garnish.","In a blender, grind the soaked cashew nuts into a smooth paste. Set aside. Marinate the chicken pieces in yogurt, ginger-garlic paste, turmeric powder, red chili powder, and salt for at least 30 minutes. Heat ghee or oil in a deep pan or skillet over medium heat. Add cumin seeds, cardamom pods, cinnamon stick, and cloves. Sauté until fragrant. Add chopped onions to the pan and cook until they turn golden brown. Add the marinated chicken pieces along with the marinade to the pan. Cook until the chicken is lightly browned. Stir in the tomato puree and cook for a few more minutes until the tomatoes are well incorporated. Add the cashew nut paste and mix well. Cook for another 5 minutes. Pour in the fresh cream and garam masala powder. Stir to combine. Cover the pan and simmer the chicken nawabi on low heat for about 20-25 minutes or until the chicken is cooked through and the sauce has thickened. Once done, garnish with chopped coriander leaves. Serve hot with rice, naan, or roti.",997
"Chicken Bombay Biryani",https://www.shutterstock.com/image-photo/dum-handi-chicken-biryani-prepared-600nw-2000023565.jpg,"Indulge in the aromatic flavors of Chicken Bombay Biryani, a beloved dish that tantalizes the taste buds with its blend of spices, tender chicken, and fragrant basmati rice. This dish, originating from the bustling streets of Bombay (now Mumbai), offers a delightful fusion of Indian and Persian culinary influences, creating a symphony of flavors that will leave you craving for more.",Indian,Main Course,500 & 6,Non Veg,30 minutes,60 minutes,"2 cups basmati rice, soaked for 30 minutes and drained, 500g chicken, cut into bite-sized pieces, 2 onions, thinly sliced, 1 cup yogurt, 3 tomatoes, chopped, 3-4 green chilies, slit lengthwise, 2 tablespoons ginger-garlic paste, 1 tablespoon biryani masala, 1 teaspoon turmeric powder, 1 teaspoon red chili powder, 1 teaspoon garam masala, 1 teaspoon cumin seeds, 1 teaspoon coriander powder, 1/2 cup fresh coriander, leaves, chopped, 1/2 cup fresh mint leaves, chopped, 1/4 cup fried onions (for garnish), 1/4 cup ghee or vegetable oil, Salt to taste,
Saffron strands soaked in warm milk (optional).","Heat ghee or oil in a large pan or pressure cooker over medium heat. Add sliced onions and sauté until golden brown. Remove half of the onions and set aside for garnish. In the same pan, add cumin seeds and let them splutter. Then add ginger-garlic paste and sauté until fragrant. Add chopped tomatoes and green chilies. Cook until tomatoes are soft and oil starts to separate. Add chicken pieces to the pan and cook until they are lightly browned. In a bowl, whisk yogurt with biryani masala, turmeric powder, red chili powder, coriander powder, and salt. Pour this mixture over the chicken and stir well to combine. Add half of the chopped coriander leaves and mint leaves to the chicken mixture. Mix well and cook for another 5 minutes. In a separate pot, bring water to a boil and add soaked basmati rice along with salt. Cook until the rice is 70% done. Drain the rice and set aside. Layer the partially cooked rice over the chicken mixture evenly. Sprinkle garam masala, remaining chopped coriander leaves, mint leaves, and fried onions on top. If using saffron, drizzle the saffron milk over the rice for added aroma and color. Cover the pan tightly with a lid or aluminum foil. Cook on low heat for about 20-25 minutes until the rice is fully cooked and the flavors are infused. Once done, gently fluff the biryani with a fork, mixing the layers slightly. Serve hot, garnished with the reserved fried onions and accompanied by raita or your favorite salad.",998
Chicken Chatpata,https://st.depositphotos.com/1692343/2350/i/450/depositphotos_23507259-stock-photo-hot-and-spicey-buffalo-chicken.jpg,"Chicken Chatpata is a flavorful and tangy Indian dish that tantalizes the taste buds with its spicy and zesty flavors. It features tender pieces of chicken cooked with an array of aromatic spices, herbs, and tangy ingredients like tomatoes and lemon juice, creating a dish that is both satisfying and refreshing.",Indian,Main Course,350 & 4,Non Veg,15 minutes,25 minutes,"500g boneless chicken, cut into bite-sized pieces, 2 tablespoons vegetable oil, 1 large onion, finely chopped, 2 tomatoes, finely chopped, 2 green chilies, finely chopped, 1 tablespoon ginger-garlic paste, 1 teaspoon cumin seeds, 1 teaspoon turmeric powder, 1 teaspoon coriander powder, 1 teaspoon garam masala, 1 teaspoon red chili powder (adjust to taste), Salt to taste, Fresh coriander leaves for garnish, 
Lemon wedges for serving.","Heat oil in a large pan over medium heat. Add cumin seeds and let them crackle. Add chopped onions and sauté until they turn golden brown. Stir in ginger-garlic paste and sauté for another minute until the raw smell disappears. Add chopped tomatoes and green chilies. Cook until the tomatoes soften and the mixture becomes pulpy. Add turmeric powder, coriander powder, garam masala, red chili powder, and salt. Mix well and cook for 2-3 minutes until the spices are fragrant. Add the chicken pieces to the pan and mix until they are well coated with the spice mixture. Cover the pan and cook the chicken on medium-low heat for about 15-20 minutes, stirring occasionally, until the chicken is cooked through and tender. Once the chicken is cooked, uncover the pan and cook for an additional 5 minutes to allow the excess moisture to evaporate and the flavors to intensify. Garnish with freshly chopped coriander leaves. Serve hot with rice, roti, or naan, and lemon wedges on the side for an extra burst of tanginess.",999
Chicken Handi Lazeez,https://www.shutterstock.com/image-photo/spicy-chicken-handi-served-dish-600nw-2181447245.jpg,"Indulge in the exquisite flavors of Chicken Handi Lazeez, a mouthwatering dish that tantalizes the taste buds with its rich, creamy gravy and tender chicken pieces. This dish is a perfect blend of aromatic spices and creamy texture, making it a favorite among food enthusiasts. Whether you're hosting a dinner party or craving a comforting meal, Chicken Handi Lazeez is sure to impress with its delightful taste and enticing aroma.",Indian,Main Course,400 & 4,Non Veg,15 minutes,35 minutes,"500g boneless chicken, cut into bite-sized pieces, 2 tablespoons vegetable oil, 1 large onion, finely chopped, 2 tomatoes, pureed, 1 tablespoon ginger-garlic paste, 1 teaspoon cumin seeds, 1 teaspoon coriander powder, 1 teaspoon red chili powder (adjust to taste), 1/2 teaspoon turmeric powder, 1/2 teaspoon garam masala powder, Salt to taste, 1/2 cup plain yogurt, 1/4 cup fresh cream, Fresh coriander leaves for garnish.","Heat vegetable oil in a deep pan or handi over medium heat. Add cumin seeds and let them splutter. Add chopped onions to the pan and sauté until they turn golden brown. Stir in ginger-garlic paste and cook for another minute until the raw aroma disappears. Add pureed tomatoes to the pan and cook until the oil separates from the masala. Now, add coriander powder, red chili powder, turmeric powder, and salt. Mix well and cook for 2-3 minutes. Add the chicken pieces to the pan and coat them evenly with the masala. Cook for 5-7 minutes, stirring occasionally, until the chicken is slightly browned. Reduce the heat to low and add plain yogurt to the pan. Stir continuously to prevent the yogurt from curdling. Cover the pan and let the chicken cook in the yogurt for about 10-15 minutes or until it is tender and cooked through. Once the chicken is cooked, add fresh cream and garam masala powder to the pan. Mix well and simmer for another 2-3 minutes. Garnish with fresh coriander leaves and serve hot with naan or rice.",1000
"Chicken Hara Masala",https://www.shutterstock.com/image-photo/green-chicken-curry-thai-hariyali-600nw-1987354709.jpg,"Chicken Hara Masala is a vibrant and flavorful dish originating from South Asian cuisine, particularly popular in regions like Pakistan and North India. ""Hara"" translates to green, reflecting the dish's rich green color derived from fresh herbs and spices. This dish features succulent chicken pieces cooked in a vibrant green gravy, bursting with the freshness of cilantro, mint, and other aromatic spices.",South Asian,Main Course,350 & 6,Non Veg,20 minutes,30 minutes,"500g boneless chicken, cut into cubes, 1 cup fresh cilantro (coriander) leaves, ½ cup fresh mint leaves, 2-3 green chilies (adjust to taste), 1 large onion, finely chopped, 3-4 cloves of garlic, minced, 1-inch piece of ginger, minced, 2 tablespoons oil or ghee, 1 teaspoon cumin seeds, 1 teaspoon coriander powder, ½ teaspoon turmeric powder, ½ teaspoon garam masala, Salt to taste, ½ cup yogurt, Juice of 1 lemon, Fresh cilantro leaves for garnish.","In a blender, combine fresh cilantro, mint leaves, green chilies, ginger, and garlic. Blend until you have a smooth paste. Set aside. Heat oil or ghee in a large pan over medium heat. Add cumin seeds and let them splutter. Add finely chopped onions and sauté until golden brown. Add the blended green paste to the pan and cook for 5-7 minutes, stirring occasionally, until the raw smell disappears. Add coriander powder, turmeric powder, garam masala, and salt to the pan. Mix well and cook for another 2-3 minutes. Add the chicken pieces to the pan and coat them evenly with the green masala. Cook the chicken for 10-12 minutes or until it's cooked through, stirring occasionally. Once the chicken is cooked, add yogurt and lemon juice to the pan. Mix well and simmer for another 2-3 minutes. Garnish with fresh cilantro leaves.
Serve hot with rice, naan, or roti.",1001
"Chicken Chilli Milli",https://lh6.googleusercontent.com/proxy/fRR0v9rwgSsWWgwHUqWzoKfc4DkcmvvKM2hThPgWmM4qZWdKhiwcXtku2qbSBw2Xkdiu8BAbrqUZuik7WiKIhu5cc40z061g-lIjQpPDSkquIvKkEGKM65TQbJ4nZY6Fc3IqWBUN_EYvNyPjo3jBOw,"Chicken Chilli Milli is a vibrant and flavorful dish that combines tender chicken pieces with an assortment of colorful bell peppers, onions, and aromatic spices. It offers a perfect balance of heat, sweetness, and tanginess, making it a delightful choice for anyone craving a satisfying meal with a kick.",Fusion,Main Course,350 & 4,Non Veg,15 minutes,25 minutes,"500g boneless chicken, cut into bite-sized pieces, 2 tablespoons vegetable oil, 1 large onion, thinly sliced, 1 red bell pepper, thinly, sliced, 1 green bell pepper, thinly sliced, 1 yellow bell pepper, thinly sliced, 3-4 cloves garlic, minced, 1-inch piece of ginger, grated, 2 green chilies, finely chopped (adjust according to spice preference), 2 tablespoons soy sauce, 1 tablespoon chili sauce (adjust according to spice preference), 1 tablespoon tomato ketchup, 1 teaspoon vinegar, 1 teaspoon sugar, Salt to taste, Freshly ground black pepper to taste, Spring onions, chopped (for garnish), Cooked rice or noodles, to serve.
","Heat vegetable oil in a large pan or wok over medium-high heat. Add minced garlic, grated ginger, and chopped green chilies. Sauté for a minute until fragrant. Add thinly sliced onions to the pan and cook until they turn translucent. Add the chicken pieces to the pan. Stir-fry until the chicken is cooked through and starts to brown slightly. Once the chicken is cooked, add the thinly sliced bell peppers to the pan. Stir-fry for a couple of minutes until the peppers are slightly softened but still crisp. In a small bowl, mix together soy sauce, chili sauce, tomato ketchup, vinegar, sugar, salt, and black pepper to make the sauce. Pour the sauce over the chicken and bell peppers in the pan. Stir well to coat everything evenly in the sauce. Cook for another 2-3 minutes, allowing the flavors to meld together. Once done, remove from heat and garnish with chopped spring onions. Serve hot with cooked rice or noodles.",1002
"Mutton Shorba",https://www.shutterstock.com/image-photo/mutton-paye-da-shorba-indian-260nw-786396970.jpg,Mutton Shorba is a hearty and aromatic Indian soup made with tender pieces of mutton (goat meat) simmered in a flavorful broth infused with spices and herbs. It's a popular dish known for its rich taste and comforting warmth.,Indian,Appetizer,300 & 1,Non Veg,20 minutes,90 minutes,"500g mutton pieces, preferably with bone, cleaned and washed, 2 tablespoons vegetable oil, 1 large onion, finely chopped, 2 tomatoes, chopped, 2 teaspoons ginger-garlic paste, 1 teaspoon cumin seeds, 1 teaspoon coriander powder, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder (adjust to taste), 1 teaspoon garam masala powder, Salt to taste, Fresh coriander leaves for garnish, 4 cups water, 1/2 cup yogurt (optional, for added richness).","Heat vegetable oil in a large pot or pressure cooker over medium heat. Add cumin seeds and let them splutter. Add chopped onions and sauté until they turn translucent. Add ginger-garlic paste and sauté for another minute until the raw smell disappears. Add chopped tomatoes and cook until they soften and oil begins to separate. Add coriander powder, turmeric powder, red chili powder, and salt. Mix well and cook for 2-3 minutes. Add mutton pieces to the pot and mix until they are coated with the spice mixture. Pour water into the pot and bring it to a boil. If using a pressure cooker, close the lid and cook for about 5-6 whistles or until the mutton is tender. If using a regular pot, cover and simmer for about 1 hour or until the mutton is cooked through and tender. Once the mutton is cooked, add garam masala powder and yogurt (if using). Stir well and let it simmer for another 5-10 minutes. Adjust the seasoning according to taste. If the shorba is too thick, add more water to reach the desired consistency. Garnish with fresh coriander leaves and serve hot.",1003
Mutton Shahi Korma,https://www.shutterstock.com/image-photo/mutton-curry-lamb-curryspicy-delicious-260nw-1770081665.jpg,"Indulge in the rich flavors of Mutton Shahi Korma, a sumptuous dish hailing from the royal kitchens of India. This aromatic and creamy delicacy features tender mutton pieces cooked to perfection in a luscious sauce infused with fragrant spices and nuts.",Indian,Appetizer,400 & 4,Non Veg,20 minutes,60 minutes,"500g mutton, cut into pieces, 1 cup yogurt, whisked, 2 onions, finely chopped, 2 tomatoes, pureed, 2 tablespoons ginger-garlic paste, 1/2 cup cashew nuts, soaked in warm water, 1/4 cup almonds, blanched and peeled, 1/4 cup desiccated coconut, 1/4 cup milk, 1 teaspoon cumin seeds, 1 teaspoon coriander powder, 1 teaspoon garam masala, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder, 1/4 teaspoon saffron strands (optional), 2 tablespoons ghee or clarified butter, Salt to taste, Fresh coriander leaves for garnish.","Marinate the mutton pieces in yogurt and keep aside for at least 30 minutes. In a blender, grind together soaked cashew nuts, blanched almonds, desiccated coconut, and milk to make a smooth paste. Set aside. Heat ghee in a heavy-bottomed pan or pressure cooker. Add cumin seeds and let them splutter. Add finely chopped onions and sauté until golden brown. Add ginger-garlic paste and sauté until the raw smell disappears. Add tomato puree and cook until the oil separates from the masala. Now, add marinated mutton along with the marinade and cook until the mutton is slightly browned. Add coriander powder, turmeric powder, red chili powder, and garam masala. Mix well and cook for a few minutes. Pour in the prepared nut paste and mix thoroughly. Add salt to taste and adjust the consistency of the gravy by adding water if necessary. If using a pressure cooker, close the lid and cook until the mutton is tender. If using a pan, cover and simmer until the mutton is cooked through, stirring occasionally. Once the mutton is cooked, add saffron strands (if using) and simmer for another 2-3 minutes. Garnish with fresh coriander leaves. Serve hot with rice, naan, or roti.",1004
"Mutton Handi Lazeez",https://vaya.in/recipes/wp-content/uploads/2019/02/Laziz-Lamb-Handi.jpg,"Mutton Handi Lazeez is a delectable dish that originates from the rich culinary traditions of South Asia. It features tender pieces of mutton cooked in a creamy, aromatic gravy, infused with a blend of spices that tantalize the taste buds.",South Asian,Main Course,400 & 4,Non Veg,20 minutes,60 minutes,"500g mutton, cut into pieces, 2 onions, finely sliced, 2 tomatoes, chopped, 1/2 cup yogurt, 1/4 cup cooking oil, 2 tablespoons ginger-garlic paste, 1 teaspoon turmeric powder, 1 teaspoon red chili powder, 1 teaspoon coriander powder, 1 teaspoon cumin powder, 1 teaspoon garam masala, Salt to taste, Fresh coriander leaves for garnish, Green chilies for garnish (optional).","Heat oil in a deep cooking pot or handi over medium heat. Add sliced onions and sauté until they turn golden brown. Add ginger-garlic paste and cook for another 2-3 minutes until the raw smell disappears. Now, add mutton pieces and cook until they are browned on all sides. Add chopped tomatoes and cook until they are soft and mushy. Add turmeric powder, red chili powder, coriander powder, cumin powder, and salt. Mix well and cook for 5 minutes. Whisk yogurt until smooth and add it to the pot. Stir continuously to avoid curdling. Cover the pot and let the mutton cook on low heat until it is tender. This might take about 40-45 minutes, depending on the meat. Once the mutton is tender and the oil starts separating from the gravy, sprinkle garam masala and mix well. Garnish with freshly chopped coriander leaves and green chilies if desired. Serve hot with naan or rice.",1005
"Mutton Keema Paratha",https://www.shutterstock.com/image-photo/keema-paratha-chicken-mutton-mince-260nw-2175674973.jpg,"Indulge in the rich and aromatic flavors of Mutton Keema Paratha, a savory delight that combines tender minced mutton with a medley of spices, encased in a soft, flaky paratha. Each bite bursts with the goodness of traditional Indian spices, making it a perfect choice for a hearty breakfast, lunch, or dinner.",Indian,Main Course,400 & 8,Non Veg,30 minutes,30 minutes,"500g minced mutton, 2 cups whole wheat flour, 2 onions, finely chopped, 2 tomatoes, finely chopped, 2 green chilies, finely chopped, 2 tablespoons ginger-garlic paste, 1 teaspoon cumin seeds, 1 teaspoon red chili powder, 1 teaspoon turmeric powder, 1 teaspoon garam masala, 1/2 teaspoon coriander powder, 1/2 teaspoon cumin powder, Salt to taste, Fresh coriander leaves, chopped, Ghee or oil for cooking.","In a mixing bowl, combine whole wheat flour with water and knead into a soft dough. Cover and let it rest for 15-20 minutes. Heat oil in a pan, add cumin seeds, and let them splutter. Add chopped onions and sauté until golden brown. Add ginger-garlic paste and sauté for a minute until the raw smell disappears. Add chopped tomatoes and green chilies. Cook until tomatoes turn mushy. Add red chili powder, turmeric powder, coriander powder, cumin powder, garam masala, and salt. Mix well. Add minced mutton to the mixture and cook until the mutton is tender and cooked through. Stir occasionally. Once the mutton mixture is cooked, remove it from heat and let it cool slightly. Divide the dough into equal-sized balls and roll each ball into a small disk. Place a spoonful of the mutton mixture in the center of each disk and seal the edges to form a stuffed ball. Roll out each stuffed ball gently into a paratha. Heat a griddle or tawa over medium heat and cook each paratha with ghee or oil until golden brown spots appear on both sides. Serve hot Mutton Keema Parathas with yogurt, pickle, or any chutney of your choice.",1006
Mutton Kali Mirch,https://foodfusion.com/wp-content/uploads/2020/11/Kali-mirch-mutton-gravy-Recipe-by-Food-fusion-3.jpg,"Mutton Kali Mirch is a succulent Indian dish known for its rich, aromatic gravy and bold flavors. Tender mutton pieces are marinated in a blend of spices and then cooked with freshly ground black pepper, creating a dish that is both comforting and satisfying. The pronounced heat of black pepper is balanced by the creamy texture of the gravy, making it a favorite among spice lovers.",Indian,Main Course,400 & 1,Non Veg,30 minutes,90 minutes,"500 grams mutton, cut into pieces, 2 onions, finely chopped, 2 tomatoes, pureed, 4 cloves garlic, minced, 1-inch piece of ginger, grated,  2 green chilies, slit lengthwise, 1 teaspoon cumin seeds, 1 tablespoon black peppercorns, 1 teaspoon turmeric powder, 1 tablespoon coriander powder, 1 teaspoon garam masala, Salt to taste, 2 tablespoons oil, Fresh coriander leaves for garnish.","Marinate the mutton pieces with salt, turmeric powder, and half of the crushed black peppercorns. Allow it to marinate for at least 30 minutes. Heat oil in a pressure cooker or a heavy-bottomed pan. Add cumin seeds and let them splutter. Add chopped onions and sauté until they turn golden brown. Add minced garlic, grated ginger, and slit green chilies. Sauté for another 2-3 minutes until the raw smell disappears. Add the marinated mutton pieces and cook until they are well-browned on all sides. Add the tomato puree, coriander powder, and remaining crushed black peppercorns. Mix well and cook for 5-7 minutes until the tomatoes are cooked down and the oil starts to separate from the masala. Add water as needed to achieve the desired consistency of the gravy. Close the pressure cooker lid and cook for about 4-5 whistles or until the mutton is tender. If using a pan, cover and simmer until the mutton is cooked through, stirring occasionally. Once the mutton is cooked, sprinkle garam masala and garnish with fresh coriander leaves. Serve hot with naan, roti, or steamed rice.",1007
"Mutton Palak",https://www.shutterstock.com/image-photo/palak-gosht-mutton-curry-indian-260nw-2069835551.jpg,"Mutton Palak is a delicious and nutritious Indian dish that combines tender mutton (goat meat) with flavorful spinach, creating a rich and aromatic curry. The succulent mutton pieces are cooked until tender and infused with the earthy flavors of spinach and aromatic spices.",Indian,Main Course,400 & 6,Non Veg,20 minutes,90 minutes,"500g mutton pieces, preferably bone-in, 300g fresh spinach leaves, washed and chopped, 2 onions, finely chopped, 2 tomatoes, finely chopped, 4 cloves garlic, minced, 1-inch piece of ginger, minced, 2 green chilies, slit lengthwise (adjust to taste), 1 teaspoon cumin seeds, 1 teaspoon coriander powder, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder (adjust to taste), 1/2 teaspoon garam masala  powder, Salt to taste, 2 tablespoons cooking oil or ghee, Fresh coriander leaves for garnish.","Heat oil or ghee in a large pan or pressure cooker over medium heat. Add cumin seeds and let them splutter. Add chopped onions and sauté until they turn golden brown. Add minced garlic and ginger, and slit green chilies. Sauté for a couple of minutes until the raw aroma disappears. Add chopped tomatoes and cook until they turn soft and oil starts separating from the masala. Add coriander powder, turmeric powder, red chili powder, and salt. Mix well and cook for another couple of minutes. Add the mutton pieces to the masala and sauté until they are evenly coated with the spices. If using a pressure cooker, add a little water (about 1/4 cup), cover the cooker with its lid, and cook for about 20-25 minutes or until the mutton is partially cooked. If using a regular pan, cover and cook the mutton on low heat until it is partially cooked, stirring occasionally to prevent sticking. Once the mutton is partially cooked, add the chopped spinach leaves to the pan. Mix well. Cover and cook the mutton and spinach together until the mutton is tender and the spinach is wilted, stirring occasionally. If required, add a little water to adjust the consistency of the gravy. Sprinkle garam masala powder over the curry and mix well. Cook for another 5-10 minutes until the flavors are well combined and the mutton is cooked through. Garnish with fresh coriander leaves. Serve hot with rice or Indian bread of your choice.",1008
South African Meatloaf,https://www.shutterstock.com/image-photo/bobotie-south-african-meatloaf-minced-260nw-2283388963.jpg,"South African Meatloaf is a savory dish made primarily with ground beef, but sometimes with a mixture of ground meats such as pork or lamb. It's seasoned with a blend of aromatic spices and herbs, often including garlic, onions, curry powder, and Worcestershire sauce. This meat mixture is typically combined with breadcrumbs or oats and eggs to bind it together, then baked until golden brown and cooked through. The result is a moist and flavorful meatloaf with a hint of South African-inspired spices.",South Africa,Main Course,250 & 4,Non Veg,20 minutes,45 minutes,"1 lb (450g) ground beef,1 medium onion, finely chopped,2 cloves garlic, minced,1 tablespoon curry powder,1 tablespoon Worcestershire sauce,1/2 cup breadcrumbs or rolled oats,2 eggs,Salt and pepper to taste,Optional: chopped fresh parsley for garnish",,1009
"East African Marinated Meat Skewers",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyLsccdYtYPxaLEK1Ei5h1hsUX2MlTYGtl9u06RwHKCA&s,"East African Marinated Meat Skewers offer a tantalizing blend of flavors, combining aromatic spices with tender chunks of marinated meat grilled to perfection. This dish captures the essence of East African cuisine, known for its vibrant and diverse culinary traditions.",Africa,Main Course,250 & 3,Non Veg,20 minutes,40 minutes,"1 lb (450g) of your choice of meat (such as beef, chicken, or lamb), cut into bite-sized chunks,1 onion, finely chopped,2 cloves of garlic, minced,1 tablespoon ginger, minced,2 tablespoons lemon juice,2 tablespoons olive oil,1 teaspoon ground cumin,1 teaspoon paprika,1 teaspoon ground coriander,1/2 teaspoon ground turmeric,Salt and pepper to taste","In a large bowl, combine the chopped onion, minced garlic, minced ginger, lemon juice, olive oil, ground cumin, paprika, ground coriander, ground turmeric, salt, and pepper. Mix well to form a marinade.Add the meat chunks to the marinade, ensuring they are well coated. Cover the bowl and refrigerate for at least 2 hours, or preferably overnight, to allow the flavors to meld.When ready to cook, preheat your grill to medium-high heat.Thread the marinated meat onto the soaked bamboo skewers, distributing evenly.Grill the skewers for about 8-10 minutes, turning occasionally, until the meat is cooked through and has a nice charred exterior.Serve the East African Marinated Meat Skewers hot, garnished with fresh herbs if desired.",1010
